fitness,lr0,lrf,momentum,weight_decay,warmup_epochs,warmup_momentum,box,cls,dfl,hsv_h,hsv_s,hsv_v,degrees,translate,scale,shear,perspective,flipud,fliplr,bgr,mosaic,mixup,copy_paste
0.52368,0.00934,0.00861,0.89919,0.00054,2.40769,0.59806,11.56013,0.42374,1.21952,0.02041,0.65104,0.4377,0.0,0.05982,0.52043,0.0,0.0,0.0,0.44325,0.0,1.0,0.0,0.0
0.51714,0.00961,0.00855,0.91646,0.00046,2.78964,0.63446,8.86608,0.51114,1.11824,0.01525,0.56292,0.50134,0.0,0.05988,0.5199,0.0,0.0,0.0,0.52601,0.0,1.0,0.0,0.0
0.51071,0.01038,0.00832,0.87293,0.00047,2.8546,0.66332,8.19442,0.56796,1.1688,0.0162,0.55181,0.51287,0.0,0.06662,0.50631,0.0,0.0,0.0,0.53642,0.0,0.94174,0.0,0.0
0.53676,0.0095,0.00874,0.91625,0.00051,2.75173,0.64195,8.39567,0.48741,1.17195,0.01748,0.60116,0.51287,0.0,0.06303,0.42501,0.0,0.0,0.0,0.52102,0.0,1.0,0.0,0.0
0.51802,0.00849,0.01209,0.91625,0.00051,2.75173,0.64195,8.62115,0.45039,0.93464,0.01379,0.55745,0.51287,0.0,0.0632,0.42501,0.0,0.0,0.0,0.7215,0.0,0.8391,0.0,0.0
0.52077,0.01171,0.01041,0.93388,0.00047,3.15184,0.72938,6.31174,0.48741,1.0909,0.01748,0.57726,0.51287,0.0,0.05525,0.43913,0.0,0.0,0.0,0.48664,0.0,0.98186,0.0,0.0
0.51693,0.00916,0.00836,0.93008,0.00044,3.58349,0.38063,6.92862,0.25763,1.11641,0.01503,0.58777,0.46,0.0,0.05233,0.50631,0.0,0.0,0.0,0.61605,0.0,1.0,0.0,0.0
0.52443,0.00884,0.00923,0.91625,0.0005,3.08214,0.69662,8.30641,0.48741,1.39714,0.01748,0.65254,0.50515,0.0,0.06132,0.43661,0.0,0.0,0.0,0.57199,0.0,0.99809,0.0,0.0
0.51734,0.01054,0.0093,0.91375,0.0005,3.06459,0.63602,9.23564,0.52786,1.04639,0.01623,0.63818,0.44717,0.0,0.06726,0.52572,0.0,0.0,0.0,0.50505,0.0,1.0,0.0,0.0
0.51689,0.0095,0.00824,0.91243,0.0005,2.99423,0.49918,8.20152,0.49951,1.17195,0.01848,0.66695,0.46955,0.0,0.06303,0.45489,0.0,0.0,0.0,0.55013,0.0,0.97314,0.0,0.0
0.53466,0.00821,0.00771,0.89935,0.00041,2.92238,0.66869,8.43072,0.4813,1.11641,0.01335,0.57754,0.51308,0.0,0.06666,0.52491,0.0,0.0,0.0,0.49626,0.0,1.0,0.0,0.0
0.51733,0.00821,0.00791,0.87225,0.00042,2.95371,0.64187,8.27959,0.52316,1.11641,0.01335,0.57754,0.52946,0.0,0.06468,0.54099,0.0,0.0,0.0,0.4939,0.0,1.0,0.0,0.0
0.52546,0.00951,0.00873,0.91636,0.00051,2.75537,0.64172,8.39567,0.48749,1.17541,0.01744,0.60116,0.51358,0.0,0.06317,0.42501,0.0,0.0,0.0,0.52022,0.0,0.99657,0.0,0.0
0.52418,0.0095,0.0084,0.90178,0.00044,2.76249,0.67214,8.23579,0.51013,1.12137,0.01578,0.57229,0.4986,0.0,0.06087,0.49896,0.0,0.0,0.0,0.51389,0.0,0.99494,0.0,0.0
0.51582,0.00942,0.0081,0.86356,0.00042,2.60745,0.73514,6.50819,0.42703,1.18637,0.01335,0.57754,0.5498,0.0,0.05858,0.4568,0.0,0.0,0.0,0.63754,0.0,1.0,0.0,0.0
0.53624,0.01002,0.00938,0.90696,0.00048,2.68379,0.65259,7.99563,0.47808,1.17195,0.01723,0.66936,0.51427,0.0,0.06119,0.41622,0.0,0.0,0.0,0.52102,0.0,0.93412,0.0,0.0
0.48814,0.00871,0.00803,0.89935,0.00043,3.08783,0.63187,6.90247,0.53463,1.14461,0.0163,0.583,0.42637,0.0,0.06409,0.67119,0.0,0.0,0.0,0.59351,0.0,1.0,0.0,0.0
0.54757,0.00932,0.00856,0.91625,0.00052,2.75173,0.64195,8.39567,0.47937,1.17195,0.018,0.60119,0.51391,0.0,0.06404,0.39492,0.0,0.0,0.0,0.53306,0.0,1.0,0.0,0.0
0.52887,0.00821,0.00771,0.89939,0.00041,2.92255,0.66859,8.43072,0.4813,1.11632,0.01335,0.57754,0.51308,0.0,0.06664,0.52489,0.0,0.0,0.0,0.4963,0.0,1.0,0.0,0.0
0.51773,0.01007,0.0092,0.91625,0.00052,2.74647,0.61921,8.39567,0.48741,1.11574,0.01743,0.60116,0.52947,0.0,0.06389,0.42112,0.0,0.0,0.0,0.5084,0.0,1.0,0.0,0.0
0.53598,0.00804,0.00771,0.9344,0.00041,2.97272,0.65195,8.47853,0.28254,1.11641,0.01563,0.54333,0.59447,0.0,0.05514,0.56646,0.0,0.0,0.0,0.35099,0.0,1.0,0.0,0.0
0.55041,0.00899,0.00865,0.8985,0.00051,2.84615,0.60917,8.39567,0.47937,1.17126,0.01666,0.60119,0.50312,0.0,0.06767,0.38636,0.0,0.0,0.0,0.53306,0.0,1.0,0.0,0.0
0.54753,0.00899,0.00927,0.90167,0.00051,2.75343,0.60917,8.69509,0.47466,1.24743,0.01622,0.60783,0.56946,0.0,0.06783,0.3652,0.0,0.0,0.0,0.5332,0.0,1.0,0.0,0.0
0.55749,0.00964,0.00815,0.90167,0.00059,2.97091,0.69681,8.69509,0.47923,1.24743,0.01507,0.48436,0.56946,0.0,0.06916,0.3247,0.0,0.0,0.0,0.5332,0.0,1.0,0.0,0.0
0.53209,0.01128,0.01124,0.91103,0.00051,3.22577,0.54443,8.39567,0.34973,1.22827,0.02197,0.65712,0.53144,0.0,0.07151,0.45351,0.0,0.0,0.0,0.52235,0.0,1.0,0.0,0.0
0.50195,0.00932,0.01078,0.9783,0.00039,2.52147,0.64195,6.38969,0.42521,0.96041,0.01444,0.66124,0.49725,0.0,0.06404,0.27306,0.0,0.0,0.0,0.46888,0.0,1.0,0.0,0.0
0.5248,0.01107,0.00815,0.91114,0.00051,2.81767,0.70685,11.79876,0.47923,0.96928,0.01507,0.36621,0.54996,0.0,0.09681,0.41399,0.0,0.0,0.0,0.53155,0.0,1.0,0.0,0.0
0.53891,0.00899,0.00866,0.89936,0.00051,2.85928,0.61019,8.41018,0.47937,1.16648,0.01664,0.60152,0.50312,0.0,0.06779,0.38696,0.0,0.0,0.0,0.53867,0.0,1.0,0.0,0.0
0.54413,0.0088,0.00858,0.88482,0.00057,2.7021,0.55857,8.34941,0.47466,1.23537,0.01642,0.61005,0.55385,0.0,0.0656,0.3652,0.0,0.0,0.0,0.5332,0.0,0.94067,0.0,0.0
0.55317,0.00949,0.00834,0.91274,0.0006,2.86766,0.56772,7.22609,0.47923,1.36168,0.01745,0.48655,0.51552,0.0,0.07901,0.31096,0.0,0.0,0.0,0.44911,0.0,0.9289,0.0,0.0
0.53292,0.00956,0.00905,0.93301,0.00052,2.68605,0.6196,6.92959,0.57479,1.36168,0.01661,0.66195,0.47903,0.0,0.08281,0.37455,0.0,0.0,0.0,0.48353,0.0,1.0,0.0,0.0
0.53866,0.00521,0.00767,0.91769,0.00053,2.84615,0.71623,5.83147,0.57158,0.70616,0.02021,0.47848,0.45922,0.0,0.05573,0.44168,0.0,0.0,0.0,0.53306,0.0,1.0,0.0,0.0
0.53105,0.01043,0.00905,0.87622,0.00059,2.97091,0.69218,8.2342,0.47923,1.24743,0.01472,0.46457,0.57799,0.0,0.06605,0.338,0.0,0.0,0.0,0.5332,0.0,1.0,0.0,0.0
0.56911,0.00784,0.00674,0.91274,0.00076,1.19995,0.75512,9.34899,0.63374,1.36168,0.01389,0.47338,0.37482,0.0,0.07487,0.27426,0.0,0.0,0.0,0.52709,0.0,1.0,0.0,0.0
0.53312,0.00621,0.00804,0.93562,0.00065,2.93929,0.76463,9.58432,0.36152,1.24743,0.01504,0.60754,0.45852,0.0,0.06664,0.27413,0.0,0.0,0.0,0.69391,0.0,0.61895,0.0,0.0
0.55545,0.00589,0.00636,0.87071,0.00077,1.19995,0.81017,8.39292,0.74385,1.35296,0.0122,0.47639,0.37482,0.0,0.0826,0.2605,0.0,0.0,0.0,0.5997,0.0,0.90518,0.0,0.0
0.51729,0.0087,0.00728,0.97478,0.0008,1.19995,0.75512,12.26772,0.63374,1.36168,0.01405,0.47338,0.37482,0.0,0.07442,0.2819,0.0,0.0,0.0,0.52264,0.0,1.0,0.0,0.0
0.53685,0.0097,0.00807,0.90847,0.00058,2.89766,0.57364,7.32717,0.47825,1.37538,0.01815,0.48863,0.51445,0.0,0.07901,0.31182,0.0,0.0,0.0,0.47265,0.0,0.8847,0.0,0.0
0.53003,0.00964,0.00836,0.89288,0.00071,2.62328,0.60965,11.62827,0.44839,1.32757,0.01147,0.47947,0.46911,0.0,0.06916,0.32936,0.0,0.0,0.0,0.60909,0.0,1.0,0.0,0.0
0.53763,0.00942,0.0077,0.9105,0.00069,1.40141,0.72604,11.66238,0.63374,1.40445,0.01005,0.44313,0.37077,0.0,0.07487,0.28448,0.0,0.0,0.0,0.45951,0.0,0.72862,0.0,0.0
0.56335,0.00784,0.00547,0.91274,0.00076,1.29963,0.83286,10.08178,0.62816,1.36168,0.01377,0.47338,0.37136,0.0,0.06564,0.27426,0.0,0.0,0.0,0.53769,0.0,1.0,0.0,0.0
0.54344,0.00813,0.00674,0.9068,0.00076,0.93058,0.75118,11.0695,0.45214,1.56617,0.01389,0.53483,0.33735,0.0,0.07487,0.22584,0.0,0.0,0.0,0.62204,0.0,1.0,0.0,0.0
0.56452,0.00742,0.00561,0.90394,0.00082,1.18268,0.65506,10.74376,0.67768,1.21799,0.0132,0.41713,0.37482,0.0,0.06682,0.28524,0.0,0.0,0.0,0.47793,0.0,1.0,0.0,0.0
0.56211,0.00739,0.00546,0.89214,0.0009,1.18268,0.7135,11.12949,0.62661,1.21799,0.01254,0.42045,0.4074,0.0,0.06579,0.28524,0.0,0.0,0.0,0.47793,0.0,1.0,0.0,0.0
0.56794,0.00742,0.00581,0.91151,0.00082,1.1494,0.65506,11.0749,0.69623,1.22151,0.01346,0.43416,0.36558,0.0,0.0654,0.29729,0.0,0.0,0.0,0.4579,0.0,1.0,0.0,0.0
0.55782,0.00742,0.0049,0.91041,0.00092,1.23541,0.86004,11.46782,0.6552,1.23072,0.01145,0.37475,0.34451,0.0,0.06682,0.25786,0.0,0.0,0.0,0.49548,0.0,0.99304,0.0,0.0
0.55002,0.00702,0.00511,0.92057,0.00078,1.19995,0.65615,9.06529,0.63374,1.22959,0.01389,0.4428,0.34558,0.0,0.0614,0.24936,0.0,0.0,0.0,0.52709,0.0,1.0,0.0,0.0
0.5633,0.00743,0.00581,0.91119,0.00082,1.15134,0.65506,11.03947,0.6954,1.22144,0.01345,0.43416,0.36414,0.0,0.0655,0.29738,0.0,0.0,0.0,0.45898,0.0,1.0,0.0,0.0
0.5415,0.00766,0.00581,0.95095,0.00076,1.30897,0.66026,11.0749,0.71072,1.25604,0.01298,0.40048,0.35514,0.0,0.0654,0.3176,0.0,0.0,0.0,0.50891,0.0,0.92321,0.0,0.0
0.53369,0.00432,0.0052,0.98,0.00073,1.268,0.63414,12.02192,0.60541,1.13229,0.01346,0.39134,0.36558,0.0,0.0654,0.36815,0.0,0.0,0.0,0.53198,0.0,1.0,0.0,0.0
0.57015,0.00742,0.0061,0.90718,0.00086,1.18268,0.65506,12.52898,0.73421,1.00423,0.0136,0.37582,0.21705,0.0,0.06682,0.2832,0.0,0.0,0.0,0.37731,0.0,0.80987,0.0,0.0
0.50525,0.00728,0.00586,0.98,0.001,1.16932,0.65506,8.20771,0.69623,1.09882,0.01505,0.43416,0.36558,0.0,0.0654,0.24677,0.0,0.0,0.0,0.57345,0.0,0.77852,0.0,0.0
0.51025,0.00727,0.00652,0.98,0.00088,1.25409,0.76634,11.67549,0.75086,1.25113,0.01389,0.46722,0.32441,0.0,0.07554,0.35822,0.0,0.0,0.0,0.54567,0.0,1.0,0.0,0.0
0.54953,0.00833,0.00615,0.88951,0.00076,1.19995,0.74935,11.62853,0.51185,1.36168,0.01283,0.49257,0.45684,0.0,0.07918,0.27426,0.0,0.0,0.0,0.55259,0.0,0.6641,0.0,0.0
0.5555,0.00768,0.00656,0.90718,0.00086,1.18268,0.65506,18.7929,0.66136,0.91865,0.0113,0.42706,0.21705,0.0,0.08881,0.32886,0.0,0.0,0.0,0.36791,0.0,0.91862,0.0,0.0
0.56399,0.00743,0.00346,0.84275,0.00082,1.12506,0.65128,11.0749,0.86366,1.13135,0.01503,0.43416,0.35589,0.0,0.04162,0.2815,0.0,0.0,0.0,0.4579,0.0,1.0,0.0,0.0
0.55876,0.00818,0.00613,0.87692,0.00091,0.93354,0.64916,13.05114,0.79623,0.74444,0.01341,0.44229,0.16155,0.0,0.06105,0.29045,0.0,0.0,0.0,0.4017,0.0,0.72836,0.0,0.0
0.56916,0.00722,0.0061,0.89372,0.00088,1.18268,0.67008,12.29889,0.74704,0.95658,0.01285,0.37569,0.19844,0.0,0.06524,0.29914,0.0,0.0,0.0,0.37311,0.0,0.80648,0.0,0.0
0.57107,0.00722,0.0061,0.90718,0.00066,1.01198,0.62306,12.52898,0.6689,1.12394,0.01112,0.37582,0.18548,0.0,0.06171,0.28616,0.0,0.0,0.0,0.34568,0.0,0.56359,0.0,0.0
0.56628,0.00747,0.00538,0.85977,0.00078,1.57353,0.67164,8.9596,0.68386,0.99946,0.01116,0.39822,0.18783,0.0,0.06524,0.35186,0.0,0.0,0.0,0.26866,0.0,0.80648,0.0,0.0
0.55399,0.00724,0.00603,0.89372,0.00096,1.22473,0.63794,11.54606,0.74646,1.00687,0.01285,0.37569,0.1923,0.0,0.06528,0.30022,0.0,0.0,0.0,0.37735,0.0,0.84292,0.0,0.0
0.57733,0.00883,0.00596,0.88196,0.0008,0.85616,0.65683,14.03803,0.6229,1.22346,0.00986,0.43341,0.15956,0.0,0.06171,0.27558,0.0,0.0,0.0,0.30311,0.0,0.56674,0.0,0.0
0.56206,0.01017,0.00596,0.87778,0.00092,1.05954,0.59687,13.71846,0.77768,1.22346,0.01025,0.39993,0.16456,0.0,0.05893,0.25128,0.0,0.0,0.0,0.29395,0.0,0.54925,0.0,0.0
0.5626,0.00862,0.00632,0.88196,0.00085,0.90912,0.6699,12.79531,0.6146,1.19997,0.00933,0.43341,0.16772,0.0,0.06564,0.26855,0.0,0.0,0.0,0.30395,0.0,0.56674,0.0,0.0
0.54525,0.00808,0.00644,0.95381,0.00066,1.18886,0.63207,11.54985,0.6963,1.10596,0.01112,0.34346,0.18387,0.0,0.06308,0.27864,0.0,0.0,0.0,0.35858,0.0,0.51844,0.0,0.0
0.55608,0.00852,0.00596,0.92133,0.00083,0.84781,0.60291,14.03803,0.63335,1.20677,0.00978,0.40089,0.15956,0.0,0.05363,0.28473,0.0,0.0,0.0,0.33563,0.0,0.50049,0.0,0.0
0.56272,0.00691,0.00607,0.90974,0.00068,1.01198,0.61978,12.07925,0.68468,1.13301,0.01114,0.36636,0.16478,0.0,0.06668,0.28616,0.0,0.0,0.0,0.35114,0.0,0.54736,0.0,0.0
0.55371,0.0078,0.00664,0.90084,0.00049,0.93953,0.62175,13.25438,0.80831,1.41788,0.01078,0.49673,0.14687,0.0,0.07003,0.32819,0.0,0.0,0.0,0.35242,0.0,0.5068,0.0,0.0
0.5838,0.00849,0.00523,0.83269,0.00093,0.85616,0.61638,11.98793,0.578,0.95472,0.01145,0.26583,0.16771,0.0,0.04371,0.25836,0.0,0.0,0.0,0.30376,0.0,0.65268,0.0,0.0
0.56953,0.00849,0.00523,0.83346,0.00089,0.85616,0.65472,11.72071,0.62723,0.88067,0.01145,0.27971,0.16157,0.0,0.03976,0.26286,0.0,0.0,0.0,0.27841,0.0,0.76031,0.0,0.0
0.56919,0.00883,0.00611,0.87537,0.0008,0.81664,0.65683,14.03803,0.6091,1.17696,0.00966,0.43341,0.16774,0.0,0.05923,0.25941,0.0,0.0,0.0,0.32136,0.0,0.55418,0.0,0.0
0.57089,0.00845,0.00545,0.837,0.001,0.89012,0.61313,12.15489,0.57962,0.98449,0.01126,0.26583,0.17039,0.0,0.04489,0.2631,0.0,0.0,0.0,0.29309,0.0,0.66258,0.0,0.0
0.57732,0.00811,0.00507,0.86866,0.00084,0.8936,0.60958,11.52807,0.57137,0.85172,0.01117,0.27028,0.16061,0.0,0.0451,0.26014,0.0,0.0,0.0,0.30376,0.0,0.66248,0.0,0.0
0.56424,0.00979,0.00418,0.77198,0.00091,0.90445,0.61638,11.32787,0.80841,0.86371,0.01145,0.2642,0.17261,0.0,0.03609,0.26079,0.0,0.0,0.0,0.2846,0.0,0.74207,0.0,0.0
0.5633,0.00998,0.00663,0.83269,0.00093,0.95446,0.67031,12.6315,0.74405,0.87516,0.01145,0.3504,0.16903,0.0,0.03635,0.19951,0.0,0.0,0.0,0.29265,0.0,0.65268,0.0,0.0
0.58826,0.00774,0.00373,0.82926,0.00093,0.85616,0.63749,12.6892,0.42784,0.62594,0.00986,0.24112,0.16036,0.0,0.04125,0.25836,0.0,0.0,0.0,0.29524,0.0,0.69799,0.0,0.0
0.5798,0.00811,0.00382,0.89126,0.00091,0.98214,0.62526,10.87318,0.50709,0.91704,0.01139,0.30673,0.16265,0.0,0.0451,0.23499,0.0,0.0,0.0,0.26812,0.0,0.63164,0.0,0.0
0.57438,0.00774,0.00373,0.89517,0.00076,0.78485,0.66407,13.72231,0.37444,0.62594,0.00763,0.24112,0.14914,0.0,0.05433,0.24012,0.0,0.0,0.0,0.29524,0.0,0.60757,0.0,0.0
0.57345,0.00815,0.00382,0.89305,0.0009,0.98214,0.61983,10.7779,0.5051,0.92214,0.0114,0.30899,0.16413,0.0,0.04579,0.23227,0.0,0.0,0.0,0.27032,0.0,0.62441,0.0,0.0
0.57967,0.00885,0.00558,0.83271,0.00093,0.78588,0.64192,12.28875,0.59614,0.95472,0.01101,0.26224,0.19332,0.0,0.04901,0.24137,0.0,0.0,0.0,0.30376,0.0,0.65268,0.0,0.0
0.58026,0.00849,0.00527,0.83338,0.00093,0.83694,0.60877,11.50527,0.58156,0.97244,0.0113,0.26583,0.16609,0.0,0.04371,0.25836,0.0,0.0,0.0,0.29704,0.0,0.68154,0.0,0.0
0.57983,0.00653,0.00546,0.90492,0.00093,0.90526,0.74139,9.59867,0.578,0.84136,0.01145,0.29305,0.17261,0.0,0.04371,0.25836,0.0,0.0,0.0,0.29531,0.0,0.60786,0.0,0.0
0.60362,0.0048,0.00393,0.82357,0.00078,0.85616,0.57247,9.47016,0.37594,0.57433,0.01021,0.26667,0.12923,0.0,0.04125,0.20631,0.0,0.0,0.0,0.29524,0.0,0.5954,0.0,0.0
0.61548,0.00391,0.00337,0.82357,0.00078,0.94189,0.58091,9.47016,0.37733,0.48534,0.00961,0.22051,0.15405,0.0,0.03845,0.22548,0.0,0.0,0.0,0.29524,0.0,0.64362,0.0,0.0
0.57851,0.00774,0.00326,0.81398,0.001,0.77019,0.54749,16.29759,0.42542,0.7279,0.00986,0.24112,0.15164,0.0,0.04125,0.26245,0.0,0.0,0.0,0.28505,0.0,0.82459,0.0,0.0
0.5984,0.00588,0.00393,0.82357,0.00069,0.85616,0.59328,8.16385,0.37594,0.49388,0.0105,0.30013,0.16254,0.0,0.03916,0.2569,0.0,0.0,0.0,0.29524,0.0,0.52716,0.0,0.0
0.60677,0.0043,0.00309,0.82357,0.00094,0.83564,0.53482,5.32645,0.39465,0.51009,0.01057,0.16782,0.15678,0.0,0.03845,0.27706,0.0,0.0,0.0,0.32544,0.0,0.78528,0.0,0.0
0.60234,0.00509,0.00368,0.82357,0.00084,0.79927,0.40912,9.47016,0.32728,0.78934,0.01115,0.2709,0.07538,0.0,0.03668,0.23574,0.0,0.0,0.0,0.31558,0.0,0.58739,0.0,0.0
0.59235,0.00501,0.00335,0.82829,0.00092,0.83961,0.59745,7.6822,0.37928,0.6043,0.01024,0.22711,0.15405,0.0,0.03581,0.24845,0.0,0.0,0.0,0.29524,0.0,0.64527,0.0,0.0
0.60301,0.0043,0.00273,0.83032,0.001,0.83564,0.53482,5.32645,0.38832,0.51009,0.01083,0.17319,0.15678,0.0,0.03904,0.27846,0.0,0.0,0.0,0.3436,0.0,0.79005,0.0,0.0
0.66118,0.00308,0.00459,0.85803,0.00078,0.98633,0.55256,9.15598,0.44656,0.46,0.0115,0.19889,0.14702,0.0,0.03179,0.19759,0.0,0.0,0.0,0.23691,0.0,0.84393,0.0,0.0
0.64415,0.00268,0.00493,0.90796,0.00097,1.11142,0.6364,9.15598,0.53894,0.45146,0.0115,0.28435,0.131,0.0,0.03179,0.23524,0.0,0.0,0.0,0.23691,0.0,0.93617,0.0,0.0
0.60907,0.00429,0.0025,0.8051,0.00094,0.94189,0.66313,10.81549,0.39118,0.48534,0.00986,0.25407,0.18057,0.0,0.03058,0.19695,0.0,0.0,0.0,0.32205,0.0,0.64362,0.0,0.0
0.65956,0.00259,0.00397,0.88698,0.00091,1.16935,0.85886,9.10427,0.63553,0.42168,0.01175,0.27256,0.1284,0.0,0.02943,0.2101,0.0,0.0,0.0,0.23674,0.0,0.71764,0.0,0.0
0.64424,0.00322,0.00387,0.84878,0.00082,0.93333,0.66743,9.15598,0.35446,0.46,0.01172,0.22859,0.13381,0.0,0.03049,0.21305,0.0,0.0,0.0,0.281,0.0,0.68476,0.0,0.0
0.63195,0.00325,0.00404,0.88487,0.00065,0.95962,0.47794,11.41236,0.37395,0.46755,0.0115,0.19889,0.16314,0.0,0.02654,0.19759,0.0,0.0,0.0,0.26149,0.0,0.84393,0.0,0.0
0.66355,0.00271,0.00481,0.85803,0.00081,0.92922,0.62927,9.21546,0.44656,0.5228,0.0121,0.22293,0.13887,0.0,0.02891,0.18559,0.0,0.0,0.0,0.25759,0.0,0.7654,0.0,0.0
0.63111,0.0035,0.00367,0.90795,0.00083,0.98633,0.46949,9.0856,0.4148,0.48668,0.0115,0.19889,0.12444,0.0,0.02465,0.25932,0.0,0.0,0.0,0.20579,0.0,0.93046,0.0,0.0
0.66409,0.00194,0.00398,0.87827,0.00081,1.02373,0.60665,11.74395,0.44656,0.63194,0.01181,0.20351,0.1403,0.0,0.03034,0.17601,0.0,0.0,0.0,0.23178,0.0,0.44515,0.0,0.0
0.67239,0.00217,0.00373,0.87744,0.00083,0.99329,0.67965,11.74395,0.46964,0.73614,0.01335,0.18245,0.1403,0.0,0.0314,0.17601,0.0,0.0,0.0,0.23178,0.0,0.43283,0.0,0.0
0.67047,0.00271,0.0054,0.82665,0.0008,0.84038,0.70667,9.03768,0.44656,0.55158,0.01354,0.20996,0.13762,0.0,0.02902,0.18559,0.0,0.0,0.0,0.21682,0.0,0.7654,0.0,0.0
0.67445,0.00288,0.0054,0.82786,0.00075,0.82889,0.70804,8.80743,0.44656,0.54003,0.01466,0.19449,0.13762,0.0,0.02578,0.18427,0.0,0.0,0.0,0.21262,0.0,0.81748,0.0,0.0
0.67282,0.00271,0.00544,0.82828,0.00094,0.79618,0.72787,9.54089,0.40406,0.57343,0.0097,0.2166,0.10292,0.0,0.02902,0.18559,0.0,0.0,0.0,0.20398,0.0,0.83746,0.0,0.0
0.67483,0.00291,0.00529,0.85488,0.00079,0.78046,0.51329,8.46569,0.42809,0.56366,0.01606,0.19014,0.13762,0.0,0.02578,0.1342,0.0,0.0,0.0,0.21374,0.0,0.66273,0.0,0.0
0.68595,0.00291,0.00531,0.83524,0.00079,0.74027,0.55557,8.51179,0.33845,0.5209,0.01332,0.19235,0.16384,0.0,0.02675,0.12031,0.0,0.0,0.0,0.18291,0.0,0.51441,0.0,0.0
0.70151,0.00239,0.006,0.84331,0.00069,0.95684,0.55557,8.51179,0.32766,0.5209,0.00772,0.16577,0.14231,0.0,0.02675,0.09916,0.0,0.0,0.0,0.18291,0.0,0.60028,0.0,0.0
0.69788,0.00247,0.00715,0.81527,0.00053,1.04965,0.5221,6.9909,0.32766,0.54104,0.00955,0.17527,0.14231,0.0,0.02675,0.09916,0.0,0.0,0.0,0.19722,0.0,0.6624,0.0,0.0
0.71368,0.00253,0.00534,0.81527,0.00044,1.04965,0.5221,6.19538,0.3155,0.65855,0.011,0.17527,0.16854,0.0,0.02675,0.09048,0.0,0.0,0.0,0.19722,0.0,0.7526,0.0,0.0
0.70337,0.00242,0.00651,0.83007,0.00053,1.04965,0.5221,7.04034,0.34239,0.52662,0.00943,0.17527,0.14231,0.0,0.02635,0.11213,0.0,0.0,0.0,0.19097,0.0,0.67884,0.0,0.0
0.68911,0.00251,0.00744,0.8224,0.00056,1.05909,0.52698,6.788,0.31456,0.56814,0.00943,0.16765,0.13479,0.0,0.02675,0.10302,0.0,0.0,0.0,0.19722,0.0,0.6624,0.0,0.0
